time,open,high,low,close,Plot,Plot,Shapes,Shapes,Plot,Plot
1546405200,1.73836,1.73836,1.73285,1.73481,NaN,NaN,NaN,NaN,NaN,NaN
1546408800,1.73481,1.73678,1.73424,1.73543,NaN,NaN,NaN,NaN,NaN,NaN
1546412400,1.73543,1.73579,1.72994,1.73119,NaN,NaN,NaN,NaN,NaN,NaN
1546416000,1.73119,1.73461,1.7290699999999999,1.73119,NaN,NaN,NaN,NaN,NaN,NaN
1546419600,1.73119,1.7335,1.72862,1.72903,NaN,NaN,NaN,NaN,NaN,NaN
1546423200,1.72903,1.73045,1.72697,1.7275099999999999,NaN,NaN,NaN,NaN,NaN,NaN
1546426800,1.7275099999999999,1.7283199999999999,1.72587,1.72634,NaN,NaN,NaN,NaN,NaN,NaN
1546430400,1.72634,1.72644,1.72377,1.72513,NaN,NaN,NaN,NaN,NaN,NaN
1546434000,1.72513,1.72633,1.72061,1.72106,NaN,NaN,NaN,NaN,NaN,NaN
1546437600,1.72106,1.7211,1.7168299999999999,1.71756,NaN,NaN,NaN,NaN,NaN,NaN
1546441200,1.71756,1.71898,1.71123,1.71427,NaN,NaN,NaN,NaN,NaN,NaN
1546444800,1.71427,1.71596,1.7094799999999999,1.71226,NaN,NaN,NaN,NaN,NaN,NaN
1546448400,1.71226,1.71252,1.7083599999999999,1.7093399999999999,NaN,NaN,NaN,NaN,NaN,NaN
1546452000,1.7093399999999999,1.7119499999999999,1.70861,1.71071,NaN,NaN,NaN,NaN,NaN,NaN
1546455600,1.71071,1.71366,1.71017,1.71343,NaN,NaN,NaN,NaN,NaN,NaN
1546459200,1.71343,1.71515,1.71248,1.7127,NaN,NaN,NaN,NaN,NaN,NaN
1546462800,1.7127,1.71414,1.71153,1.71156,NaN,NaN,NaN,NaN,NaN,NaN
1546466400,1.71156,1.71272,1.6859,1.69912,NaN,NaN,NaN,NaN,NaN,NaN
1546470000,1.69912,1.7117799999999999,1.69837,1.70583,NaN,NaN,NaN,NaN,NaN,NaN
1546473600,1.70583,1.71132,1.7056499999999999,1.71028,NaN,NaN,NaN,NaN,NaN,NaN
1546477200,1.71028,1.71047,1.70821,1.70885,NaN,1.705305442607897,NaN,NaN,NaN,NaN
1546480800,1.70885,1.71166,1.70862,1.71034,NaN,1.7073930203526542,NaN,NaN,NaN,NaN
1546484400,1.71034,1.71184,1.70927,1.71084,NaN,1.7082735422709916,NaN,NaN,NaN,NaN
1546488000,1.71084,1.71162,1.71059,1.7108999999999999,NaN,1.709434439646258,NaN,NaN,NaN,NaN
1546491600,1.7108999999999999,1.7121899999999999,1.71062,1.71112,NaN,1.7101611778431165,NaN,NaN,NaN,NaN
1546495200,1.71112,1.71177,1.71025,1.71085,1.7071123588054462,1.7106374324264397,NaN,NaN,NaN,NaN
1546498800,1.71085,1.7123899999999999,1.7079499999999999,1.70916,1.7088103596043194,1.710500674938185,NaN,NaN,NaN,NaN
1546502400,1.70916,1.71154,1.7072,1.71113,1.709322738669245,1.7109583970596072,NaN,NaN,NaN,NaN
1546506000,1.71113,1.7132,1.70996,1.7131,1.710323435299242,1.712059511103143,NaN,NaN,NaN,NaN
