time,open,high,low,close,Plot,Plot,Shapes,Shapes,Plot,Plot,Plot,Plot,Shapes,Shapes,Plot,Plot,Plot,Plot,Shapes,Shapes,Plot,Plot
1174251600,1.2078,1.2147,1.2046,1.2121,1.2001647720816291e+308,NaN,NaN,1.2001647720816291e+308,NaN,NaN,1.2001647720816291e+308,NaN,NaN,1.2001647720816291e+308,NaN,NaN,1.2001647720816291e+308,NaN,NaN,1.2001647720816291e+308,NaN,NaN
1174338000,1.2121,1.2161,1.2108,1.2116,NaN,7.285454726611038e+307,NaN,NaN,NaN,NaN,NaN,7.285454726611038e+307,NaN,NaN,NaN,NaN,NaN,7.285454726611038e+307,NaN,NaN,NaN,NaN
1174424400,1.2116,1.2166,1.2085,1.2096,-7.404136264095318e+307,-5.924287328198024e+307,NaN,NaN,NaN,NaN,-7.404136264095318e+307,-5.924287328198024e+307,NaN,NaN,NaN,NaN,-7.404136264095318e+307,-5.924287328198024e+307,NaN,NaN,NaN,NaN
1174510800,1.2096,1.2182,1.2075,1.2142,6.020795172250779e+307,9.000495320833034e+307,NaN,NaN,NaN,NaN,6.020795172250779e+307,9.000495320833034e+307,NaN,NaN,NaN,NaN,6.020795172250779e+307,9.000495320833034e+307,NaN,NaN,NaN,NaN
1174597200,1.2142,1.219,1.2112,1.2181,-9.147115217995369e+307,-1.0720427793959713e+308,-9.147115217995369e+307,NaN,NaN,NaN,-9.147115217995369e+307,-1.0720427793959713e+308,-9.147115217995369e+307,NaN,NaN,NaN,-9.147115217995369e+307,-1.0720427793959713e+308,-9.147115217995369e+307,NaN,NaN,NaN
1174856400,1.2181,1.2227999999999999,1.2117,1.2155,1.089506574050121e+308,1.388527458121849e+308,NaN,1.089506574050121e+308,NaN,NaN,1.089506574050121e+308,1.388527458121849e+308,NaN,1.089506574050121e+308,NaN,NaN,1.089506574050121e+308,1.388527458121849e+308,NaN,1.089506574050121e+308,NaN,NaN
1174942800,1.2155,1.2167999999999999,1.2116,1.2129,-1.411146852484032e+308,NaN,-1.411146852484032e+308,NaN,NaN,NaN,-1.411146852484032e+308,NaN,-1.411146852484032e+308,NaN,NaN,NaN,-1.411146852484032e+308,NaN,-1.411146852484032e+308,NaN,NaN,NaN
1175029200,1.2129,1.2179,1.2083,1.2162,NaN,-9.47389055194844e+307,NaN,NaN,NaN,NaN,NaN,-9.47389055194844e+307,NaN,NaN,NaN,NaN,NaN,-9.47389055194844e+307,NaN,NaN,NaN,NaN
1175115600,1.2162,1.2187999999999999,1.2136,1.2174,9.62822215359249e+307,7.70384991078672e+307,NaN,NaN,NaN,NaN,9.62822215359249e+307,7.70384991078672e+307,NaN,NaN,NaN,NaN,9.62822215359249e+307,7.70384991078672e+307,NaN,NaN,NaN,NaN
1175202000,1.2174,1.224,1.2083,1.2147999999999999,-7.829347190815203e+307,-1.170410232204696e+308,NaN,NaN,NaN,NaN,-7.829347190815203e+307,-1.170410232204696e+308,NaN,NaN,NaN,NaN,-7.829347190815203e+307,-1.170410232204696e+308,NaN,NaN,NaN,NaN
1175461200,1.2147999999999999,1.2174,1.2118,1.2153,1.1894764526477412e+308,NaN,NaN,1.1894764526477412e+308,NaN,NaN,1.1894764526477412e+308,NaN,NaN,1.1894764526477412e+308,NaN,NaN,1.1894764526477412e+308,NaN,NaN,1.1894764526477412e+308,NaN,NaN
1175547600,1.2153,1.2232,1.2145,1.2224,NaN,7.220572579467114e+307,NaN,NaN,NaN,NaN,NaN,7.220572579467114e+307,NaN,NaN,NaN,NaN,NaN,7.220572579467114e+307,NaN,NaN,NaN,NaN
1175634000,1.2224,1.2232,1.2173,1.2198,-7.338197173594083e+307,-5.87152734319022e+307,NaN,NaN,NaN,NaN,-7.338197173594083e+307,-5.87152734319022e+307,NaN,NaN,NaN,NaN,-7.338197173594083e+307,-5.87152734319022e+307,NaN,NaN,NaN,NaN
1175720400,1.2198,1.2212,1.2123,1.215,5.96717571636939e+307,8.920339519487997e+307,NaN,NaN,NaN,NaN,5.96717571636939e+307,8.920339519487997e+307,NaN,NaN,NaN,NaN,5.96717571636939e+307,8.920339519487997e+307,NaN,NaN,NaN,NaN
1175806800,1.215,1.2227999999999999,1.2147,1.2215,-9.065653662363352e+307,-1.0624954772758596e+308,-9.065653662363352e+307,NaN,NaN,NaN,-9.065653662363352e+307,-1.0624954772758596e+308,-9.065653662363352e+307,NaN,NaN,NaN,-9.065653662363352e+307,-1.0624954772758596e+308,-9.065653662363352e+307,NaN,NaN,NaN
1176066000,1.2215,1.2283,1.221,1.2267,1.079803744439007e+308,1.376161635227888e+308,NaN,1.079803744439007e+308,NaN,NaN,1.079803744439007e+308,1.376161635227888e+308,NaN,1.079803744439007e+308,NaN,NaN,1.079803744439007e+308,1.376161635227888e+308,NaN,1.079803744439007e+308,NaN,NaN
1176152400,1.2267,1.227,1.2143,1.2165,-1.3985795878231007e+308,NaN,-1.3985795878231007e+308,NaN,NaN,NaN,-1.3985795878231007e+308,NaN,-1.3985795878231007e+308,NaN,NaN,NaN,-1.3985795878231007e+308,NaN,-1.3985795878231007e+308,NaN,NaN,NaN
1176238800,1.2165,1.2226,1.2163,1.2206,NaN,-9.389518829951217e+307,NaN,NaN,NaN,NaN,NaN,-9.389518829951217e+307,NaN,NaN,NaN,NaN,NaN,-9.389518829951217e+307,NaN,NaN,NaN,NaN
1176325200,1.2206,1.2246,1.2132,1.217,9.542475999104423e+307,7.635241657459627e+307,NaN,NaN,NaN,NaN,9.542475999104423e+307,7.635241657459627e+307,NaN,NaN,NaN,NaN,9.542475999104423e+307,7.635241657459627e+307,NaN,NaN,NaN,NaN
1176411600,1.217,1.2189,1.2068,1.2142,-7.759621295104139e+307,-1.1599868980746674e+308,NaN,NaN,NaN,NaN,-7.759621295104139e+307,-1.1599868980746674e+308,NaN,NaN,NaN,NaN,-7.759621295104139e+307,-1.1599868980746674e+308,NaN,NaN,NaN,NaN
1176670800,1.2127999999999999,1.2147,1.2114,1.2142,1.1788833202873089e+308,NaN,NaN,1.1788833202873089e+308,NaN,NaN,1.1788833202873089e+308,NaN,NaN,1.1788833202873089e+308,NaN,NaN,1.1788833202873089e+308,NaN,NaN,1.1788833202873089e+308,NaN,NaN
1176757200,1.2142,1.2151,1.2065,1.2085,NaN,7.156268253910992e+307,NaN,NaN,NaN,NaN,NaN,7.156268253910992e+307,NaN,NaN,NaN,NaN,NaN,7.156268253910992e+307,NaN,NaN,NaN,NaN
1176843600,1.2085,1.2091,1.2025,1.2037,-7.272845317511688e+307,-5.819237223309446e+307,NaN,NaN,NaN,NaN,-7.272845317511688e+307,-5.819237223309446e+307,NaN,NaN,NaN,NaN,-7.272845317511688e+307,-5.819237223309446e+307,NaN,NaN,NaN,NaN
1176930000,1.2037,1.2063,1.2001,1.2044,5.914033779813392e+307,8.840897562465994e+307,NaN,NaN,NaN,NaN,5.914033779813392e+307,8.840897562465994e+307,NaN,NaN,NaN,NaN,5.914033779813392e+307,8.840897562465994e+307,NaN,NaN,NaN,NaN
1177016400,1.2044,1.2091,1.2037,1.2078,-8.98491757972339e+307,-1.0530332006598832e+308,-8.98491757972339e+307,NaN,NaN,NaN,-8.98491757972339e+307,-1.0530332006598832e+308,-8.98491757972339e+307,NaN,NaN,NaN,-8.98491757972339e+307,-1.0530332006598832e+308,-8.98491757972339e+307,NaN,NaN,NaN
1177275600,1.2078,1.2127,1.2054,1.2096,1.0701873254147622e+308,1.3639059387667537e+308,NaN,1.0701873254147622e+308,NaN,NaN,1.0701873254147622e+308,1.3639059387667537e+308,NaN,1.0701873254147622e+308,NaN,NaN,1.0701873254147622e+308,1.3639059387667537e+308,NaN,1.0701873254147622e+308,NaN,NaN
1177362000,1.2096,1.2105,1.2006999999999999,1.2014,-1.386124243576957e+308,NaN,-1.386124243576957e+308,NaN,NaN,NaN,-1.386124243576957e+308,NaN,-1.386124243576957e+308,NaN,NaN,NaN,-1.386124243576957e+308,NaN,-1.386124243576957e+308,NaN,NaN,NaN
1177448400,1.2014,1.2058,1.1994,1.2045,NaN,-9.30589849804382e+307,NaN,NaN,NaN,NaN,NaN,-9.30589849804382e+307,NaN,NaN,NaN,NaN,NaN,-9.30589849804382e+307,NaN,NaN,NaN,NaN
