time,open,high,low,close,Plot,Plot,Shapes,Shapes,Plot,Plot
1546405200,0.98385,0.98385,0.98165,0.98166,NaN,NaN,NaN,NaN,NaN,NaN
1546408800,0.98166,0.98172,0.97964,0.9810099999999999,NaN,NaN,NaN,NaN,NaN,NaN
1546412400,0.9810099999999999,0.98171,0.98052,0.98138,NaN,NaN,NaN,NaN,NaN,NaN
1546416000,0.98138,0.9831799999999999,0.98099,0.98137,NaN,NaN,NaN,NaN,NaN,NaN
1546419600,0.98137,0.98388,0.98103,0.98375,NaN,NaN,NaN,NaN,NaN,NaN
1546423200,0.98375,0.98438,0.9831799999999999,0.98432,NaN,NaN,NaN,NaN,NaN,NaN
1546426800,0.98432,0.9851,0.98421,0.98449,NaN,NaN,NaN,NaN,NaN,NaN
1546430400,0.98449,0.9866,0.98443,0.98572,NaN,NaN,NaN,NaN,NaN,NaN
1546434000,0.98572,0.98848,0.98556,0.98838,NaN,NaN,NaN,NaN,NaN,NaN
1546437600,0.98838,0.9894,0.98785,0.9886199999999999,NaN,NaN,NaN,NaN,NaN,NaN
1546441200,0.9886199999999999,0.98947,0.98798,0.98839,NaN,NaN,NaN,NaN,NaN,NaN
1546444800,0.98839,0.98927,0.98807,0.98841,NaN,NaN,NaN,NaN,NaN,NaN
1546448400,0.98841,0.99046,0.98822,0.99025,NaN,NaN,NaN,NaN,NaN,NaN
1546452000,0.99025,0.9917199999999999,0.99002,0.9917,NaN,NaN,NaN,NaN,NaN,NaN
1546455600,0.9917,0.99202,0.99032,0.99034,NaN,NaN,NaN,NaN,NaN,NaN
1546459200,0.99034,0.99087,0.99009,0.99021,NaN,NaN,NaN,NaN,NaN,NaN
1546462800,0.99021,0.99058,0.98965,0.99,NaN,NaN,NaN,NaN,NaN,NaN
1546466400,0.99,0.99064,0.98674,0.98848,NaN,NaN,NaN,NaN,NaN,NaN
1546470000,0.98848,0.98918,0.98605,0.98918,NaN,NaN,NaN,NaN,NaN,NaN
1546473600,0.98918,0.98931,0.98737,0.98803,NaN,NaN,NaN,NaN,NaN,NaN
1546477200,0.98803,0.98826,0.98637,0.98743,NaN,0.9893208383838386,NaN,NaN,NaN,NaN
1546480800,0.98743,0.9877,0.98698,0.9871,NaN,0.9878762016342396,NaN,NaN,NaN,NaN
1546484400,0.9871,0.98724,0.98671,0.98683,NaN,0.9872678116406706,NaN,NaN,NaN,NaN
1546488000,0.98683,0.98705,0.98631,0.98631,NaN,0.9864850592516545,NaN,NaN,NaN,NaN
1546491600,0.98631,0.98647,0.9858399999999999,0.98621,NaN,0.985958150321909,NaN,NaN,NaN,NaN
1546495200,0.98621,0.98646,0.98464,0.98502,0.9871917624066754,0.9852516064435515,NaN,NaN,NaN,NaN
1546498800,0.98502,0.98743,0.9846199999999999,0.98679,0.9859799307203837,0.9853194634646378,NaN,NaN,NaN,NaN
1546502400,0.98679,0.9882,0.98557,0.98595,0.9857640604032427,0.9852633572299508,NaN,NaN,NaN,NaN
1546506000,0.98595,0.98691,0.98578,0.98641,0.9854867830103515,0.9855321104360274,NaN,0.9854867830103515,NaN,NaN
1546509600,0.98641,0.9882799999999999,0.98624,0.98827,0.9856006032217748,0.9862346990641293,NaN,NaN,NaN,NaN
1546513200,0.98827,0.98964,0.9878,0.98957,0.9860114478000076,0.9874410073229135,NaN,NaN,NaN,NaN
1546516800,0.98957,0.98973,0.98853,0.98943,0.9866125344146468,0.9884714360949663,NaN,NaN,NaN,NaN
1546520400,0.98943,0.99003,0.9879,0.98846,0.9872415448051388,0.9888809594426271,NaN,NaN,NaN,NaN
1546524000,0.98846,0.98954,0.98807,0.98877,0.9878468890126667,0.9891144855596867,NaN,NaN,NaN,NaN
1546527600,0.98877,0.99001,0.9852,0.98935,0.9881846578993627,0.9894395076355397,NaN,NaN,NaN,NaN
1546531200,0.98935,0.98998,0.98805,0.98892,0.988605644784322,0.9896260813323526,NaN,NaN,NaN,NaN
1546534800,0.98892,0.98939,0.98803,0.98868,0.9888875644268186,0.9896101002661866,NaN,NaN,NaN,NaN
1546538400,0.98868,0.9891,0.9878399999999999,0.98905,0.9890711726020209,0.9895531538238328,NaN,NaN,NaN,NaN
1546542000,0.98905,0.9894499999999999,0.98842,0.98848,0.9892328885996567,0.9893228269344825,NaN,NaN,NaN,NaN
1546545600,0.98848,0.9888,0.98761,0.9878,0.9892277973755585,0.9888561739048368,0.9892277973755585,NaN,NaN,NaN
1546549200,0.9878,0.98796,0.9862,0.98665,0.9889424601110677,0.9879933363906287,NaN,NaN,NaN,NaN
1546552800,0.98665,0.9871,0.98627,0.98682,0.988502722281464,0.987307418011024,NaN,NaN,NaN,NaN
1546556400,0.98682,0.98742,0.9866699999999999,0.98729,0.9880616293511041,0.9869796621224726,NaN,NaN,NaN,NaN
1546560000,0.98729,0.98739,0.98611,0.98613,0.9875957457354623,0.9865350084884459,NaN,NaN,NaN,NaN
1546563600,0.98613,0.98659,0.9853999999999999,0.98625,0.9870871756458397,0.9861863809856722,NaN,NaN,NaN,NaN
1546567200,0.98625,0.98677,0.98617,0.98665,0.9867114182320287,0.9860012736489508,NaN,NaN,NaN,NaN
1546570800,0.98665,0.9874499999999999,0.98663,0.98703,0.9864691688971483,0.9861363654589026,NaN,NaN,NaN,NaN
1546574400,0.98703,0.98797,0.987,0.98759,0.9863935519787058,0.9864946323746584,NaN,0.9863935519787058,NaN,NaN
1546578000,0.98759,0.98773,0.98712,0.98718,0.9864175642718576,0.9867096080722398,NaN,NaN,NaN,NaN
1546581600,0.98718,0.98737,0.98669,0.9867,0.986465496104168,0.9867379953723108,NaN,NaN,NaN,NaN
1546585200,0.9867,0.9870099999999999,0.9862299999999999,0.9866,0.9864842666597704,0.9866767338534265,NaN,NaN,NaN,NaN
1546588800,0.9866,0.98687,0.98563,0.98603,0.9864504798423975,0.9864736665750468,NaN,NaN,NaN,NaN
1546592400,0.98603,0.98703,0.98529,0.98698,0.9863819533008688,0.9865917108890669,NaN,NaN,NaN,NaN
1546596000,0.98698,0.98816,0.98698,0.98763,0.986517721298624,0.9869203469296592,NaN,NaN,NaN,NaN
1546599600,0.98763,0.98771,0.9863999999999999,0.98714,0.986620991878665,0.9871401571856389,NaN,NaN,NaN,NaN
1546603200,0.98714,0.98754,0.98622,0.9870099999999999,0.9867305303524802,0.9871756680256857,NaN,NaN,NaN,NaN
1546606800,0.9870099999999999,0.99013,0.98651,0.98917,0.9870288383155431,0.9877882387057315,NaN,NaN,NaN,NaN
1546610400,0.98917,0.99064,0.9891,0.98997,0.9875740638628457,0.9886647134380798,NaN,NaN,NaN,NaN
1546614000,0.98997,0.99082,0.9857,0.98573,0.9879130730509263,0.9881505122661454,NaN,NaN,NaN,NaN
1546617600,0.98573,0.98693,0.9852799999999999,0.98599,0.9879108493831712,0.9874418883791218,0.9879108493831712,NaN,NaN,NaN
1546621200,0.98599,0.98674,0.98564,0.986,0.9877733063074243,0.9866961151158217,NaN,NaN,NaN,NaN
1546624800,0.986,0.98657,0.98552,0.98624,0.9874729688953731,0.9864926094505851,NaN,NaN,NaN,NaN
1546628400,0.98624,0.98674,0.98585,0.98638,0.9871554170542846,0.9863504346094522,NaN,NaN,NaN,NaN
1546632000,0.98638,0.98695,0.98619,0.98636,0.9869085131994265,0.9862295529121523,NaN,NaN,NaN,NaN
1546635600,0.98636,0.98672,0.98626,0.98631,0.9866992845573831,0.9861026244731288,NaN,NaN,NaN,NaN
1546812000,0.98768,0.98768,0.98495,0.98679,0.9864974857907585,0.9861620623467784,NaN,NaN,NaN,NaN
1546815600,0.98679,0.98704,0.98568,0.98582,0.9863203764841302,0.9859548991709992,NaN,NaN,NaN,NaN
1546819200,0.98582,0.98587,0.9850599999999999,0.98517,0.9860144764632198,0.985562955578821,NaN,NaN,NaN,NaN
1546822800,0.98517,0.98541,0.9843,0.98442,0.9856314371555088,0.9849725181094982,NaN,NaN,NaN,NaN
1546826400,0.98442,0.9846199999999999,0.98417,0.98442,0.9852183322405001,0.9846121220679193,NaN,NaN,NaN,NaN
1546830000,0.98442,0.98455,0.98394,0.98427,0.9848263616693193,0.9843185408218744,NaN,NaN,NaN,NaN
1546833600,0.98427,0.98468,0.9839,0.98459,0.9844780222184178,0.9842304387750079,NaN,NaN,NaN,NaN
1546837200,0.98459,0.9846,0.98409,0.98433,0.984205222347396,0.9840783466136642,NaN,NaN,NaN,NaN
1546840800,0.98433,0.98466,0.98383,0.98437,0.9839756785116359,0.9840005802222693,NaN,0.9839756785116359,NaN,NaN
1546844400,0.98437,0.98518,0.98385,0.98403,0.9838426564940257,0.9838312963964114,0.9838426564940257,NaN,NaN,NaN
1546848000,0.98403,0.98434,0.98294,0.98407,0.9836363618042696,0.9837465809881748,NaN,0.9836363618042696,NaN,NaN
1546851600,0.98407,0.98416,0.98216,0.98242,0.9833935602270051,0.9831864598332852,0.9833935602270051,NaN,NaN,NaN
1546855200,0.98242,0.98295,0.98193,0.98274,0.9830535990700573,0.9828255548271937,NaN,NaN,NaN,NaN
1546858800,0.98274,0.98275,0.98165,0.98187,0.982701052563015,0.9822669304299029,NaN,NaN,NaN,NaN
1546862400,0.98187,0.9821,0.98115,0.9816199999999999,0.9822807680869008,0.9818585696639825,NaN,NaN,NaN,NaN
1546866000,0.9816199999999999,0.98171,0.98016,0.98036,0.9817926267418229,0.9810809250267413,NaN,NaN,NaN,NaN
1546869600,0.98036,0.98048,0.97905,0.97939,0.9811429448510391,0.9801651104734597,NaN,NaN,NaN,NaN
1546873200,0.97939,0.98203,0.97876,0.9814499999999999,0.9806049431471605,0.9800334738225633,NaN,NaN,NaN,NaN
1546876800,0.9814499999999999,0.9818399999999999,0.98021,0.98104,0.9802205400265057,0.9800409625401191,NaN,NaN,NaN,NaN
1546880400,0.98104,0.98106,0.97977,0.98064,0.9798797107069238,0.9800957433008264,NaN,0.9798797107069238,NaN,NaN
1546884000,0.98064,0.98075,0.9798,0.98027,0.9796354765198825,0.9798983238204365,NaN,NaN,NaN,NaN
1546887600,0.98027,0.98037,0.97948,0.97948,0.9794352520321283,0.9795525212982698,NaN,NaN,NaN,NaN
