time,open,high,low,close,Plot,Plot,Shapes,Shapes,Plot,Plot
1262556000,1.67424,1.67424,1.66771,1.67185,NaN,NaN,NaN,NaN,NaN,NaN
1262570400,1.67185,1.6721,1.6665,1.6673,NaN,NaN,NaN,NaN,NaN,NaN
1262584800,1.6673,1.67788,1.6669,1.67454,NaN,NaN,NaN,NaN,NaN,NaN
1262599200,1.67454,1.67803,1.66585,1.66631,NaN,NaN,NaN,NaN,NaN,NaN
1262613600,1.66631,1.66659,1.65473,1.65963,NaN,NaN,NaN,NaN,NaN,NaN
1262628000,1.65963,1.66031,1.6559,1.65595,NaN,NaN,NaN,NaN,NaN,NaN
1262642400,1.65595,1.65926,1.65168,1.6534,NaN,NaN,NaN,NaN,NaN,NaN
1262656800,1.6534,1.6567,1.6527,1.6561,NaN,NaN,NaN,NaN,NaN,NaN
1262671200,1.6561,1.65944,1.64943,1.65055,NaN,NaN,NaN,NaN,NaN,NaN
1262685600,1.65055,1.65214,1.6465,1.65207,NaN,NaN,NaN,NaN,NaN,NaN
1262700000,1.65207,1.65663,1.65058,1.65185,NaN,NaN,NaN,NaN,NaN,NaN
1262714400,1.65185,1.65465,1.64921,1.6529,NaN,NaN,NaN,NaN,NaN,NaN
1262728800,1.6529,1.6554,1.6503,1.65156,NaN,NaN,NaN,NaN,NaN,NaN
1262743200,1.65156,1.65382,1.6503,1.6511,NaN,NaN,NaN,NaN,NaN,NaN
1262757600,1.6511,1.6633,1.64983,1.65482,NaN,NaN,NaN,NaN,NaN,NaN
1262772000,1.65482,1.6566,1.64655,1.6477,NaN,NaN,NaN,NaN,NaN,NaN
1262786400,1.6477,1.65042,1.64449,1.6448,NaN,NaN,NaN,NaN,NaN,NaN
1262800800,1.6448,1.64685,1.64205,1.6458,NaN,NaN,NaN,NaN,NaN,NaN
1262815200,1.6458,1.64736,1.64055,1.64456,NaN,NaN,NaN,NaN,NaN,NaN
1262829600,1.64456,1.6469,1.64192,1.64272,NaN,NaN,NaN,NaN,NaN,NaN
1262844000,1.64272,1.64703,1.64042,1.64455,NaN,1.643874140495868,NaN,NaN,NaN,NaN
1262858400,1.64455,1.64915,1.64351,1.64782,NaN,1.6438530420787152,NaN,NaN,NaN,NaN
1262872800,1.64782,1.65027,1.64424,1.64675,NaN,1.6445741377371235,NaN,NaN,NaN,NaN
1262887200,1.64675,1.64812,1.6459,1.64715,NaN,1.6451626375416182,NaN,NaN,NaN,NaN
1262901600,1.64715,1.6501,1.6464,1.6478,NaN,1.6457866088160946,NaN,NaN,NaN,NaN
1262916000,1.6478,1.6503,1.6464,1.6495,1.6441854299516905,1.6470324182178624,NaN,NaN,NaN,NaN
1262930400,1.6495,1.6589,1.6473,1.65845,1.645996071380338,1.6511077674974537,NaN,NaN,NaN,NaN
1262944800,1.65845,1.661,1.65235,1.65296,1.648165881644532,1.653173286609249,NaN,NaN,NaN,NaN
1262959200,1.65296,1.65451,1.64176,1.64235,1.6493663442406628,1.6512206230888253,NaN,NaN,NaN,NaN
1262973600,1.64235,1.64285,1.63709,1.6399,1.6489465973305728,1.6472591714441847,1.6489465973305728,NaN,NaN,NaN
1263160800,1.6399,1.64513,1.6362,1.6364,1.6478941616294347,1.6428006438219374,NaN,NaN,NaN,NaN
1263175200,1.6364,1.6365,1.6314,1.6343,1.6451981217719955,1.6389634866284617,NaN,NaN,NaN,NaN
1263189600,1.6343,1.64511,1.6337,1.64117,1.6430104084556136,1.63796789802066,NaN,NaN,NaN,NaN
1263204000,1.64117,1.646,1.64055,1.64175,1.6416098616394426,1.638056721875332,NaN,NaN,NaN,NaN
1263218400,1.64175,1.64254,1.6358,1.63852,1.6401687957566635,1.6376556304430296,NaN,NaN,NaN,NaN
1263232800,1.63852,1.63871,1.63455,1.63775,1.6386133269611547,1.6365542621485023,NaN,NaN,NaN,NaN
1263247200,1.63775,1.6383,1.63515,1.6356,1.637221280137137,1.6349703740479848,NaN,NaN,NaN,NaN
1263261600,1.6356,1.6403,1.6356,1.6378,1.6360219713740811,1.6347086976803504,NaN,NaN,NaN,NaN
1263276000,1.6378,1.64461,1.63568,1.6441,1.6354863162559456,1.637059218569234,NaN,1.6354863162559456,NaN,NaN
1263290400,1.6441,1.64545,1.64212,1.6434,1.6361516541899168,1.639704532200396,NaN,NaN,NaN,NaN
1263304800,1.6434,1.64613,1.64055,1.6446,1.6373295504459362,1.6422903638430881,NaN,NaN,NaN,NaN
1263319200,1.6446,1.6471,1.64415,1.64625,1.6391311989070276,1.6443394800663151,NaN,NaN,NaN,NaN
1263333600,1.64625,1.64831,1.64468,1.647,1.6411373221736678,1.646173914851026,NaN,NaN,NaN,NaN
1263348000,1.647,1.64915,1.6456,1.6477,1.6431029455265433,1.6475988289443528,NaN,NaN,NaN,NaN
1263362400,1.6477,1.6583,1.64734,1.65529,1.64568021472166,1.6509484032593886,NaN,NaN,NaN,NaN
1263376800,1.65529,1.65594,1.6513,1.6525,1.6483718425799794,1.6530803121553754,NaN,NaN,NaN,NaN
1263391200,1.6525,1.66154,1.65207,1.65728,1.651442351255393,1.6561684411196482,NaN,NaN,NaN,NaN
1263405600,1.65728,1.65939,1.6572,1.6573,1.654497301223329,1.657998233423762,NaN,NaN,NaN,NaN
1263420000,1.6573,1.6588,1.65573,1.6565,1.6570504631210132,1.6592231650204232,NaN,NaN,NaN,NaN
1263434400,1.6565,1.6574,1.655,1.6552,1.6588345008284324,1.6590426234406628,NaN,NaN,NaN,NaN
1263448800,1.6552,1.66206,1.655,1.66151,1.6603383820717206,1.6605932309506193,NaN,NaN,NaN,NaN
1263463200,1.66151,1.66353,1.6591,1.66305,1.6617679089690272,1.6625062527642245,NaN,NaN,NaN,NaN
1263477600,1.66305,1.66797,1.66245,1.66275,1.6635188727137618,1.6641451073557494,NaN,NaN,NaN,NaN
1263492000,1.66275,1.66447,1.66084,1.66375,1.6647543922749088,1.665099578746011,NaN,NaN,NaN,NaN
1263506400,1.66375,1.66691,1.66275,1.6663,1.6660648314903153,1.6663776243670734,NaN,NaN,NaN,NaN
1263520800,1.6663,1.6754,1.6658,1.67055,1.667852833751891,1.668686516011751,NaN,NaN,NaN,NaN
1263535200,1.67055,1.67498,1.6694,1.6705,1.669748149845511,1.6706658460967294,NaN,NaN,NaN,NaN
1263549600,1.6705,1.67472,1.66971,1.67207,1.6715317300556012,1.6725051490183893,NaN,NaN,NaN,NaN
1263564000,1.67207,1.67405,1.66341,1.66627,1.6726278088528326,1.6718161370416165,1.6726278088528326,NaN,NaN,NaN
1263578400,1.66627,1.67187,1.66555,1.669,1.6733020356966588,1.671668555789449,NaN,NaN,NaN,NaN
1263765600,1.669,1.674,1.669,1.6737,1.6739145060192813,1.6726898918598014,NaN,NaN,NaN,NaN
1263780000,1.6737,1.6777,1.6733,1.675,1.6748854674953026,1.6744462361079568,NaN,NaN,NaN,NaN
1263794400,1.675,1.6787,1.6713,1.67697,1.675732352403866,1.6763224227851712,NaN,1.675732352403866,NaN,NaN
1263808800,1.67697,1.67898,1.67211,1.67212,1.6766236463467539,1.6759875177148744,1.6766236463467539,NaN,NaN,NaN
1263823200,1.67212,1.675,1.67135,1.67139,1.67697025330185,1.6750448004227567,NaN,NaN,NaN,NaN
1263837600,1.67139,1.6746,1.67135,1.67455,1.6769384384488115,1.6747733981197355,NaN,NaN,NaN,NaN
1263852000,1.67455,1.6812,1.6732,1.68075,1.6772120584435317,1.6769185416038366,NaN,NaN,NaN,NaN
1263866400,1.68075,1.68252,1.68,1.6803,1.6781294700847824,1.678989743356324,NaN,1.6781294700847824,NaN,NaN
1263880800,1.6803,1.68963,1.679,1.68894,1.6797314707157696,1.6832769583384244,NaN,NaN,NaN,NaN
1263895200,1.68894,1.6919,1.68645,1.6895,1.6823220243094483,1.6868607942785527,NaN,NaN,NaN,NaN
1263909600,1.6895,1.69387,1.68912,1.69026,1.6853419444622924,1.690056299099423,NaN,NaN,NaN,NaN
1263924000,1.69026,1.69222,1.6877,1.68935,1.6879816114494421,1.691449227890396,NaN,NaN,NaN,NaN
1263938400,1.68935,1.69527,1.68828,1.69278,1.6904967212522932,1.6933529501861488,NaN,NaN,NaN,NaN
1263952800,1.69278,1.69454,1.69165,1.6925,1.6927744045351985,1.69471583420584,NaN,NaN,NaN,NaN
1263967200,1.6925,1.6958,1.68894,1.69478,1.6945314268363307,1.696527104542067,NaN,NaN,NaN,NaN
1263981600,1.69478,1.69924,1.69225,1.6989,1.6964109371587413,1.6987970856848222,NaN,NaN,NaN,NaN
1263996000,1.6989,1.70364,1.6981,1.69865,1.6987366602126819,1.7004519283732875,NaN,NaN,NaN,NaN
1264010400,1.69865,1.70139,1.69845,1.70045,1.7006423128557295,1.7018619597365388,NaN,NaN,NaN,NaN
1264024800,1.70045,1.7015,1.69783,1.69853,1.7021526192788796,1.7019098378841286,1.7021526192788796,NaN,NaN,NaN
1264039200,1.69853,1.7016,1.698,1.6991,1.7031968505142676,1.7018286947008545,NaN,NaN,NaN,NaN
1264053600,1.6991,1.701,1.6904,1.6907,1.7031000919771966,1.6988688526473337,NaN,NaN,NaN,NaN
1264068000,1.6907,1.69403,1.69021,1.69167,1.701965712262488,1.6964070933158508,NaN,NaN,NaN,NaN
1264082400,1.69167,1.69652,1.687,1.6908,1.7003913422951815,1.693876476917636,NaN,NaN,NaN,NaN
1264096800,1.6908,1.69148,1.6867,1.68835,1.6981611738923335,1.6916203031993895,NaN,NaN,NaN,NaN
1264111200,1.68835,1.68948,1.684,1.6866,1.6954889580801147,1.6890204377511993,NaN,NaN,NaN,NaN
1264125600,1.6866,1.6888,1.6861,1.6871,1.692957525184909,1.687025262304575,NaN,NaN,NaN,NaN
1264140000,1.6871,1.69288,1.68316,1.684,1.6906584224246195,1.6847230894182834,NaN,NaN,NaN,NaN
1264154400,1.684,1.68895,1.6765,1.67731,1.6878538219249088,1.6809754230279021,NaN,NaN,NaN,NaN
1264168800,1.67731,1.67986,1.67491,1.67611,1.6845578930194147,1.67735871628711,NaN,NaN,NaN,NaN
1264183200,1.67611,1.68141,1.67491,1.67921,1.6815472772282913,1.6757549726648264,NaN,NaN,NaN,NaN
1264370400,1.67589,1.67889,1.67435,1.6754,1.6786348696330857,1.6742607902981157,NaN,NaN,NaN,NaN
1264384800,1.6754,1.6768,1.67302,1.6742,1.676020591440964,1.6730453773936773,NaN,NaN,NaN,NaN
1264399200,1.6742,1.68372,1.6741,1.68216,1.6745966379515604,1.6743553658157002,NaN,NaN,NaN,NaN
1264413600,1.68216,1.68297,1.6763,1.68265,1.6739148319399886,1.6764843315328453,NaN,1.6739148319399886,NaN,NaN
1264428000,1.68265,1.69006,1.6814,1.68715,1.674764058253095,1.6801409469246495,NaN,NaN,NaN,NaN
1264442400,1.68715,1.68996,1.68652,1.68845,1.6765885251210795,1.6833065368374514,NaN,NaN,NaN,NaN
1264456800,1.68845,1.6906,1.6877,1.6888,1.679031997982367,1.6862060838920983,NaN,NaN,NaN,NaN
1264471200,1.6888,1.6935,1.688,1.6929,1.681879716696928,1.6895664305960454,NaN,NaN,NaN,NaN
1264485600,1.6929,1.69751,1.68194,1.6837,1.6846199464094676,1.689477176488828,NaN,NaN,NaN,NaN
1264500000,1.6837,1.68769,1.68035,1.6844,1.6861961008834299,1.688966815930696,NaN,NaN,NaN,NaN
1264514400,1.6844,1.69346,1.6843,1.68558,1.687946491451871,1.688060949337037,NaN,NaN,NaN,NaN
1264528800,1.68558,1.68967,1.68535,1.6888,1.6890320942480004,1.6889117587264684,1.6890320942480004,NaN,NaN,NaN
1264543200,1.6888,1.69032,1.6871,1.68774,1.6899623840356057,1.6891580230259227,NaN,NaN,NaN,NaN
1264557600,1.68774,1.68861,1.68545,1.6872,1.6902560533110087,1.6888618915620457,NaN,NaN,NaN,NaN
1264572000,1.6872,1.69493,1.68702,1.69409,1.6908830493821756,1.6903350515945856,NaN,NaN,NaN,NaN
1264586400,1.69409,1.69955,1.69315,1.69947,1.6920173770495324,1.6935916522396335,NaN,1.6920173770495324,NaN,NaN
1264600800,1.69947,1.70047,1.69491,1.69598,1.693489623433949,1.6957076703273548,NaN,NaN,NaN,NaN
1264615200,1.69598,1.69981,1.694,1.69755,1.6949284568978145,1.6973538301020283,NaN,NaN,NaN,NaN
1264629600,1.69755,1.70591,1.69675,1.70315,1.6970000358170942,1.7000020428722016,NaN,NaN,NaN,NaN
1264644000,1.70315,1.70616,1.6986,1.7,1.6991164508393592,1.7017925868137935,NaN,NaN,NaN,NaN
1264658400,1.7,1.70748,1.6991,1.7072,1.7012717527214245,1.7051338779508898,NaN,NaN,NaN,NaN
1264672800,1.7072,1.71116,1.706,1.70923,1.7039703546211846,1.7080512485107302,NaN,NaN,NaN,NaN
1264687200,1.70923,1.71065,1.69705,1.69722,1.7057978552945603,1.7068409428702596,NaN,NaN,NaN,NaN
1264701600,1.69722,1.69791,1.69464,1.6976,1.7060102964181598,1.7045519018065036,1.7060102964181598,NaN,NaN,NaN
1264716000,1.6976,1.6996,1.696,1.6989,1.7056914333423245,1.7023487234838968,NaN,NaN,NaN,NaN
1264730400,1.6989,1.6996,1.6958,1.6968,1.7046845203340923,1.7006327762502456,NaN,NaN,NaN,NaN
1264744800,1.6968,1.70012,1.69497,1.69664,1.703332667148985,1.6989613064560305,NaN,NaN,NaN,NaN
1264759200,1.69664,1.69747,1.68736,1.68775,1.7011978436158584,1.6947301948820281,NaN,NaN,NaN,NaN
1264773600,1.68775,1.70321,1.68701,1.69775,1.6994567193543813,1.6941651314068145,NaN,NaN,NaN,NaN
1264788000,1.69775,1.69845,1.69495,1.6952,1.6979151520706077,1.6932704048582263,NaN,NaN,NaN,NaN
1264975200,1.6952,1.6958,1.6899,1.6925,1.6960875806983762,1.692723760888162,NaN,NaN,NaN,NaN
1264989600,1.6925,1.69351,1.6901,1.69222,1.6943006901690596,1.6913445034341659,NaN,NaN,NaN,NaN
1265004000,1.69222,1.6938,1.68328,1.68421,1.692234306846772,1.6881588931873976,NaN,NaN,NaN,NaN
